Calendar year,Ethnicity,Main offence,Sentence,Value,Flags
"1993","European","Motor vehicle theft and related offences","Imprisonment",75,
"1992","European","Obtain benefit by deception","Total sentences",1227,
"1995","European","Obtain benefit by deception","Total sentences",1091,
"1997","European","Public Order Offences","Imprisonment",34,
"1984","European","Forgery and counterfeiting","Total sentences",26,
"1989","European","Theft (except motor vehicles)","Total sentences",2463,
"2000","European","Public Order Offences","Imprisonment",31,
"2000","European","Forgery and counterfeiting","Imprisonment",14,
"1997","European","Forgery and counterfeiting","Imprisonment",6,
"1997","European","Unlawful entry with intent/burglary, break and enter","Total sentences",983,
"1997","European","Abduction and kidnapping","Imprisonment",10,
"1984","European","Environmental pollution","Total sentences",97,
"1999","European","Obtain benefit by deception","Imprisonment",138,
"1984","European","Possess and/or use illicit drugs","Total sentences",2142,
"1994","European","Miscellaneous Offences","Imprisonment",4,
"1997","European","Miscellaneous Offences","Imprisonment",2,
"1992","European","Theft (except motor vehicles)","Total sentences",2134,
"1994","European","Public Order Offences","Imprisonment",37,
"1998","European","Public Order Offences","Total sentences",2277,
"1983","European","Manufacture or cultivate illicit drugs","Total sentences",679,
"1995","European","Prohibited And Regulated Weapons And Explosives Offences","Imprisonment",42,
"1996","European","Illegal use of property (except motor vehicles)","Total sentences",16,
"1993","European","Illegal use of property (except motor vehicles)","Total sentences",27,
"1985","European","Deal or traffic in illicit drugs","Total sentences",250,
"1991","European","Unlawful entry with intent/burglary, break and enter","Total sentences",1285,
"1996","European","Obtain benefit by deception","Imprisonment",152,
"1988","European","Abduction and kidnapping","Imprisonment",5,
"1996","European","Motor vehicle theft and related offences","Imprisonment",58,
"1982","European","Property damage","Total sentences",852,
"2000","European","Miscellaneous Offences","Imprisonment",3,
"1985","European","Property damage","Total sentences",877,
"1992","European","Motor vehicle theft and related offences","Total sentences",707,
"1983","European","Deceptive business/government practices","Total sentences",16,
"1995","European","Public Order Offences","Total sentences",2040,
"1989","European","Obtain benefit by deception","Total sentences",1006,
"1981","European","Forgery and counterfeiting","Total sentences",27,
"1997","European","Attempted murder","Total sentences",5,
"1985","European","Possess and/or use illicit drugs","Imprisonment",27,
"1989","European","Illegal use of property (except motor vehicles)","Imprisonment",3,
"1992","European","Illegal use of property (except motor vehicles)","Imprisonment",2,
"1995","European","Abduction and kidnapping","Total sentences",25,
"1988","European","Unlawful entry with intent/burglary, break and enter","Total sentences",1175,
"1992","European","Abduction and kidnapping","Total sentences",10,
"1999","European","Motor vehicle theft and related offences","Imprisonment",96,
"1993","European","Theft (except motor vehicles)","Imprisonment",95,
"1998","European","Miscellaneous Offences","Total sentences",393,
"1992","European","Unlawful entry with intent/burglary, break and enter","Total sentences",1245,
"1989","European","Prohibited And Regulated Weapons And Explosives Offences","Imprisonment",40,
"1994","European","Obtain benefit by deception","Total sentences",1159,
"2001","European","Illegal use of property (except motor vehicles)","Total sentences",11,
"1984","European","Driving licence offences","Total sentences",1326,
"1997","European","Abduction and kidnapping","Total sentences",12,
"1998","European","Motor vehicle theft and related offences","Total sentences",468,
"1985","European","Manufacture or cultivate illicit drugs","Total sentences",804,
"2001","European","Motor vehicle theft and related offences","Total sentences",432,
"1991","European","Motor vehicle theft and related offences","Imprisonment",70,
"1994","European","Attempted murder","Total sentences",2,
"1999","European","Abduction and kidnapping","Imprisonment",13,
"1988","European","Motor vehicle theft and related offences","Imprisonment",69,
"1982","European","Manufacture or cultivate illicit drugs","Total sentences",732,
"1987","European","Illegal use of property (except motor vehicles)","Total sentences",20,
"1991","European","Obtain benefit by deception","Total sentences",1225,
"1999","European","Prohibited And Regulated Weapons And Explosives Offences","Total sentences",426,
"1988","European","Obtain benefit by deception","Total sentences",1070,
"2000","European","Unlawful entry with intent/burglary, break and enter","Total sentences",846,
"1989","European","Motor vehicle theft and related offences","Total sentences",814,
"1985","European","Environmental pollution","Imprisonment",1,
"1990","European","Illegal use of property (except motor vehicles)","Total sentences",32,
"1999","European","Unlawful entry with intent/burglary, break and enter","Imprisonment",304,
"1989","European","Abduction and kidnapping","Total sentences",6,
"1995","European","Attempted murder","Total sentences",2,
"1987","European","Theft (except motor vehicles)","Imprisonment",105,
"2001","European","Obtain benefit by deception","Imprisonment",155,
"2001","European","Prohibited And Regulated Weapons And Explosives Offences","Imprisonment",38,
"1989","European","Unlawful entry with intent/burglary, break and enter","Total sentences",1136,
"1998","European","Prohibited And Regulated Weapons And Explosives Offences","Imprisonment",49,
"1993","European","Obtain benefit by deception","Imprisonment",159,
"1998","European","Illegal use of property (except motor vehicles)","Total sentences",15,
"1988","European","Illegal use of property (except motor vehicles)","Imprisonment",3,
"2000","European","Theft (except motor vehicles)","Total sentences",1687,
"1990","European","Theft (except motor vehicles)","Imprisonment",84,
"1997","European","Theft (except motor vehicles)","Total sentences",1608,
"1985","European","Other illicit drug offences","Imprisonment",14,
"1998","European","Unlawful entry with intent/burglary, break and enter","Imprisonment",327,
"2001","European","Unlawful entry with intent/burglary, break and enter","Imprisonment",331,
"1991","European","Unlawful entry with intent/burglary, break and enter","Imprisonment",349,
"1999","European","Motor vehicle theft and related offences","Total sentences",502,
"1996","European","Motor vehicle theft and related offences","Total sentences",538,
"1996","European","Obtain benefit by deception","Total sentences",1083,
"1993","European","Obtain benefit by deception","Total sentences",1163,
"1995","European","Theft (except motor vehicles)","Imprisonment",80,
"1984","European","Other illicit drug offences","Total sentences",233,
"1984","European","Deceptive business/government practices","Total sentences",13,
"1997","European","Attempted murder","Imprisonment",5,
"2000","European","Attempted murder","Imprisonment",4,
"1983","European","Other illicit drug offences","Total sentences",206,
"1998","European","Theft (except motor vehicles)","Imprisonment",109,
"1993","European","Abduction and kidnapping","Imprisonment",14,
"1994","European","Motor vehicle theft and related offences","Imprisonment",76,
"2000","European","Abduction and kidnapping","Total sentences",16,
"1994","European","Prohibited And Regulated Weapons And Explosives Offences","Imprisonment",40,
"1984","European","Deal or traffic in illicit drugs","Total sentences",305,
"1997","European","Prohibited And Regulated Weapons And Explosives Offences","Imprisonment",49,
"1998","European","Attempted murder","Total sentences",1,
"1985","European","Exceeding the prescribed content of alcohol or other substance limit","Imprisonment",94,
"1993","European","Motor vehicle theft and related offences","Total sentences",635,
"1994","European","Unlawful entry with intent/burglary, break and enter","Imprisonment",319,
"1994","European","Miscellaneous Offences","Total sentences",324,
"1985","European","Other fraud and deception offences","Total sentences",345,
